"","AU","TI","Screen1_Assessed","Screen1_MissingDetails","Screen1_GoldStar","Screen1_Reject","Screen1_RejectNOTEntreP","Screen1_VaguelyRelevent","Screen1_Women","Screen1_EntreP","Screen1_EAfrica","Screen1_Example","Screen1_Notes"
"315","Enyinnaya Jc;Arthur To","African technocultural feminist theory (atft)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"316","Esilaba Ao;Byalebeka Jb;Delve Rj;Okalebo Jr;Ssenyange D;Mbalule M;Ssali H","On farm testing of integrated nutrient management strategies in eastern uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"317","Estrada M;Hernandez Pr;Schultz Pw","A longitudinal study of how quality mentorship and research experience integrate underrepresented minorities into stem careers",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"318","Etale A;Ammann P;Siegrist M","The influence of socio-economic status on risk prioritisation",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"319","Etim E;Daramola O","Investigating the e-readiness of informal sector operators to utilize web technology portal",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"320","Evans C;Tweheyo R;Mcgarry J;Eldridge;Jeanette J;Mccormick C;Nkoyo V;Higginbottom;Gina Marie Awoko Gma","What are the experiences of seeking, receiving and providing fgm-related healthcare? Perspectives of health professionals and women/girls who have undergone fgm: protocol for a systematic review of qualitative evidence",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"321","Fall Fs;Orozco L;Akim Am","Adoption and use of mobile banking by low-income individuals in senegal",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"322","Fambeu Ah;Yomi Pt","State fragility and the determinants of women's financial inclusion in sub-saharan africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"323","Fankam Fn;Ugarte W;Akilimali P;Etah Je;Akerman E","Covid-19 pandemic hits differently: examining its consequences for women's livelihoods and healthcare access - a cross-sectional study in kinshasa drc",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"324","Fathy El Dessouky N","The virtual workplace: a new alternative merging technology and policy for more environmental, economic and social sustainability",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"325","Feleke S;Manyong V;Abdoulaye T;Alene;Arega D. Ad","Assessing the impacts of cassava technology on poverty reduction in africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"326","Ferreira S;Funston Pj","Age assignment to individual african lions",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"327","Ferritto R","Will policy help close the digital gender divide? An intersectional feminist policy analysis of ethiopia's national digital policy",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"328","Ferrucci Bj;Carter Ja","Technology in multicultural mathematics classrooms",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"329","Feyisa Jw;Hebo Sh;Negash Fg;Sidamo Nb;Gergiso Kt;Shimbre;Mulugeta Shegaze Ms;Chekol Bm","Sub-fecundity and associated factors among mothers with natural planned conception attending antenatal care service in arba minch health facilities",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"330","Figueiredo A","Decolonial, black and unsubmissive feminist epistemology",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"331","Figueroa Ar","Efficient lighting uptake among the urban poor: evidence from a kenyan informal settlement",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"332","Fikadu T;Tamiru D;Ademe Bw","Factors associated with dietary patterns (dps) and nutritional status among pregnant women in am-hdss, south ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"333","Fischer G;Wittich S;Malima G;Sikumba;Gregory G;Lukuyu B;Ngunga D;Rugalabam J","Gender and mechanization: exploring the sustainability of mechanized forage chopping in tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"334","Fisher J","Toward a political economic framework for analyzing digital development games: a case study of three games for africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"335","Fisher J","Digital games, african development, and gender equality: a comparative analysis of <i>family values</i> and <i>moraba</i>",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"336","Forenbacher I;Husnjak S;Cvitic I;Jovovic I","Determinants of mobile phone ownership in nigeria",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"337","Forje Jw","A political approach to building female capacity in science and technology for poverty alleviation in transitional societies in africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"338","Founou Ll;Yamba K;Kouamou V;Yeboah;Esther Eyram Asare Eea;Saidy B;Jawara La;Bah H;Ba Bs;Aworh Mk;Darboe S","African women in science and development, bridging the gender gap",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"339","Fountain Je","Constructing the information society: women, information technology, and design",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"340","Francis K;Jilo N","Preferred social networking app by employees in tourism hospitality industry in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"341","Franklin Nc;Arena R","Personalized weight management interventions for cardiovascular risk reduction: a viable option for african-american women",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"342","Frocklin S;Jiddawi Ns;De La Torre-Castro M","Small-scale innovations in coastal communities: shell-handicraft as a way to empower women and decrease poverty",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"343","Frydman Jl;Berkalieva A;Liu B;Scarborough;Bethann M. Bm;Mazumdar M;Smith Cb","Telemedicine utilization in the ambulatory palliative care setting: are there disparities?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"344","Fujimoto Vy;Luke B;Brown Mb;Jain;Tarun T;Armstrong A;Grainger Da;Hornstein M;D. D;Soc Assisted Reproductive Technol Sart","Racial and ethnic disparities in assisted reproductive technology outcomes in the united states",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"345","Furman C;Roncoli C;Bartels W;Boudreau M;Crockett H;Gray H;Hoogenboom G","Social justice in climate services: engaging african american farmers in the american south",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"346","Fute A;Kangwa D;Oubibi M","Media illiteracy and its implications on sexual permissiveness and unrealistic couple goals among university students in tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"347","Gabisa Ew;Gheewala Sh","Potential, environmental, and socio-economic assessment of biogas production in ethiopia: the case of amhara regional state",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"348","Galabuzi C;Agaba H;Okia Ca;Odoul;Judith J;Muthuri C","Women and youths participation in agroforestry: what counts and what doesn't around mount elgon, uganda?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"349","Gamarel Ke;Stein Es;Correll-King Wm;Mccree B;Johnson J;Pollack Lm;Neilands;Torsten B. Tb;Johnson Mo;Operario D;Sevelius J;M. M","A cautionary tale: digital clinical trial implementation of a couples-based hiv prevention study among transgender women and their partners in the united states",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"350","Gamez R;Packard Bwl;Chavous Tm","Graduate bridge programs as nepantla for minoritized students in stem: navigating challenges with non-bridge peers and faculty",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"351","Gannon Ke;Castellano E;Eskander S;Agol D;Diop M;Conway D;Sprout E","The triple differential vulnerability of female entrepreneurs to climate risk in sub-saharan africa: gendered barriers and enablers to private sector adaptation",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"352","Garibay Jc","Beyond traditional measures of stem success: long-term predictors of social agency and conducting research for social change",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"353","Garrett N;Mtshali A;Osman F;Masson L;Mckinnon Lr;Singh R;Mitchev N;Ngobese H;Kharsany Abm;Abdool Karim S;Mlisana K;Passmore Ja;Rompalo A;Mindel;Adrian A;Liebenberg L","Impact of point-of-care testing and treatment of sexually transmitted infections and bacterial vaginosis on genital tract inflammatory cytokines in a cohort of young south african women",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"354","Gebre Gg;Amekawa Y;Rahut Db","Improved maize technology adoption and its intensity among male- and female-headed households in dawuro zone, southwestern ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"355","Gebre Gg;Isoda H;Rahut Db;Amekawa Y;Nomura H","Gender differences in the adoption of agricultural technology: the case of improved maize varieties in southern ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"356","Georgeac Oam;Rattan A","The business case for diversity backfires: detrimental effects of organizations' instrumental diversity rhetoric for underrepresented group members' sense of belonging",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"357","Georgiadis A;Benny L;Dornan P;Behrman J","Maternal undernutrition in adolescence and child human capital development over the life course: evidence from an international cohort study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"358","Gichangi Pb;Byrne Me;Thiongo Mn;Waithaka M;Devoto B;Gummerson E;Wood;Shannon N. Sn;Anglewicz P;Decker Mr","Impact of covid-19 on the mental health of adolescents and youth in nairobi, kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"359","Gichuki Cn;Mulu-Mutuku M","Determinants of awareness and adoption of mobile money technologies: evidence from women micro entrepreneurs in kenya",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"360","Gichungi H;Muriithi B;Irungu P;Diiro;Gracious G;Busienei J","Effect of technological innovation on gender roles: the case of fruit fly ipm adoption on women's decision-making in mango production and marketing in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"361","Gilano G;Hailegebreal S;Sako S;Haile;Firehiwot F;Gilano K;Seboka Bt;Kashala;Kefita K","Understanding child wasting in ethiopia: cross-sectional analysis of 2019 ethiopian demographic and health survey data using generalized linear latent and mixed models",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"362","Gilano G;Zeleke Ea;Dekker A;Fijten;Rianne R","Contextual success and pitfalls of mhealth service for maternal and child health in africa: an intervention, context, actors, mechanism, and outcome (icamo) framework guided systematic review of qualitative evidence",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"363","Gilbert Mr;Masucci M;Homko C;Bove;Alfred A. Aa","Theorizing the digital divide: information and communication technology use frameworks among poor women using a telemedicine system",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"digital divide is an interesting topic, not for this paper but this divide can effect women entrepreneurship "
"364","Giordano M;De Fraiture C","Small private irrigation: enhancing benefits and managing trade-offs",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"365","Girma S;Alenko A","Women's involvement in household decision-making and nutrition related-knowledge as predictors of child global acute malnutrition in southwest ethiopia: a case-control study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"366","Gitore Wa;Ali Mm;Yoseph A;Mangesha Ae;Debiso At","Prevalence of soil-transmitted helminthes and its association with water, sanitation, hygiene among schoolchildren and barriers for schools level prevention in technology villages of hawassa university: mixed design",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"367","Gladwin Ch;Thomson Am;Peterson Js;Anderson As","Addressing food security in africa via multiple livelihood strategies of women farmers",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"368","Glazebrook T;Noll S;Opoku E","Gender matters: climate change, gender bias, and women's farming in the global south and north",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I know its about agriculture/farming but the topic/theme of gender bias is interesting"
"369","Glazebrook T;Opoku E","Gender and sustainability: learning from women's farming in africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"370","Gobbi M","Educational journeys in times of uncertainty: weathering the storms",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"371","Goel P;Sharma N;Saha R","Consumption behaviour of poor consumers: a bibliometric and content analysis",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Where is the study taking place??? "
"372","Goh Ah;Altman Mr;Canty L;Edmonds J;K. K","Communication between pregnant people of color and prenatal care providers in the united states: an integrative review",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"373","Gokee C","Crafting, cooking, and constructing histories: women and the politics of everyday life along the fal,m, river (<i>ca.</i> ad 1000-1900)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"374","Goldie Sj","Health economics and cervical cancer prevention: a global perspective",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"375","Gombe C","Indigenous pottery as economic empowerment in uganda",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,""
"376","Gomera Wc;Suhonen J;Oyelere Ss;Kapinga Af","Mobile technology for record keeping by women entrepreneurs in tanzania: user requirement assessment",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"377","Gómez-Robles E;Rodríguez-Jaramillo C;Saucedo Pe","Digital image analysis of lipid and protein histochemical markers for measuring oocyte development and quality in pearl oyster <i>pinctada mazatlanica</i> (hanley, 1856)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"378","Goncalves A;Estevinho Bn;Rocha F","Microencapsulation of vitamin a: a review",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"379","Gopal N;Hapke Hm;Edwin L","Technological transformation and changing social relations in the ring seine fishery of kerala, india",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"380","Goularte Ac;Zilber Sn","The moderating role of cultural factors in the adoption of mobile banking in brazil",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"it's about Brazil but the  cultural factors in the adoption of mobile banking"
"381","Gourlay S;Kilic T","Is dirt cheap? The economic costs of failing to meet soil health requirements on smallholder farms",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"382","Gouroubera Mw;Sabi Ak;Comada Tkb;Dosso F;Fatondji Sa;Gouthon M;Boladji B;Houaga Rp","Designing effective digital-based delivery of climate information for smallholder farmers: a mini meta-analysis on drivers and barriers",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ik its about farmers, but it does say digital-based ci could narrow the gender gap and empower women. maybe a theme surrounding digital techonology as a source of empowerment"
"383","Gouse M;Sengupta D;Zambrano P;Zepeda;Jose Falck Jf","Genetically modified maize: less drudgery for her, more maize for him? Evidence from smallholder maize farmers in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"384","Gray Pb;Marlowe Fw","Fluctuating asymmetry of a foraging population: the hadza of tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"385","Green Ep;Augustine A;Naanyu V;Hess;Anna-Karin Ak;Kiwinda L","Developing a digital marketplace for family planning: pilot randomized encouragement trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"386","Greenleaf Ar;Gadiaga A;Choi Y;Guiella G;Turke S;Battle N;Ahmed;Saifuddin S;Moreau C","Automated and interviewer-administered mobile phone surveys in burkina faso: sociodemographic differences among female mobile phone survey respondents and nonrespondents",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"387","Grivetti Le","Ethical and ethnical requirements in the production of food",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"388","Gudina Mh;Alemu Ea","Factors influencing small holder farmers adoption of climate smart agriculture practices in welmera woreda, central ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"389","Guerrero Rd","Tilapia farming: a global review (1924-2004)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"390","Guerrero-Lemus R;Shephard Le","Photovoltaics",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"391","Gunarathne P;Rui H;Seidmann A","Racial bias in customer service: evidence from twitter",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"392","Gunnlaugsson G;Whitehead Ta;Baboudottir F;N'dure N;Balde A;Jandi Z;Boiro H;Einarsdottir J","Use of digital technology among adolescents attending schools in bissau, guinea-bissau",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"393","Gwaka Lt","Digital technologies and youth mobility in rural zimbabwe",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"394","Gwavuya Sg;Abele S;Barfuss I;Zeller M;Mueller;J. J","Household energy economics in rural ethiopia: a cost-benefit analysis of biogas energy",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"395","Haag K;Du Toit S;Skeen S;Roberts;Kathryn Steventon Ks;Chideya Y;Notholi V;Sambudla A;Gordon S;Sherr L;Tomlinson;Mark M","Predictors of covid-related changes in mental health in a south african sample of adolescents and young adults",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"396","Haase S;Zweigenthal V;Mueller A","Using online spaces to recruit kenyan queer womxn and trans men in restrictive offline settings",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"397","Habte A;Hailegebreal S;Melis T;Haile;Dereje D","Spatial variation and predictors of missing birth preparedness and complication readiness (bpcr) messages in ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"398","Habte A;Tamene A;Melis T","Compliance towards who recommendations on antenatal care for a positive pregnancy experience: timeliness and adequacy of antenatal care visit in sub-saharan african countries: evidence from the most recent standard demographic health survey data",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"399","Hada R;Husain S;Gumma V;Diddee H;Yadavalli A;Seth A;Kulkarni N;Gadiraju;Ujwal U;Vashistha A;Seshadri V;Bali K","<i>akal badi ya bias</i>: an exploratory study of gender bias in hindi language technology",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"400","Haggar J;Nelson V;Lamboll R;Rodenburg;Jonne J","Understanding and informing decisions on sustainable agricultural intensification in sub-saharan africa introduction",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"401","Haider H;Smale M;Theriault V","Intensification and intrahousehold decisions: fertilizer adoption in burkina faso",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"402","Hailu Mff","``i don't think it makes the difference'': an intersectional analysis of how women negotiate gender while navigating stem higher education in ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"403","Hamdan Js;Lehmann-Uschner K;Menkhoff L","Mobile money, financial inclusion, and unmet opportunities. Evidence from uganda",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"404","Hamdi Y;Mulder N;Abdelhak S","Women in systems science and gender parity: why and how to democratize the ``technology, innovation, and society nexus''",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"405","Hamelin N;Nwankwo S;El Hadouchi R","`faking brands': consumer responses to counterfeiting",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"406","Hampshire K;Mwase-Vuma T;Alemu K;Abane;Albert A;Munthali A;Awoke T;Mariwah S;Chamdimba E;Owusu Sa;Robson E;Castelli M;Shkedy Z;Shawa N;Abel J;Kasim A","Informal mhealth at scale in africa: opportunities and challenges",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"407","Harohau D;Blythe J;Sheaves M;Diedrich;Amy A","Uneven adoption of tilapia aquaculture in rural solomon islands",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"408","Hart M;Porter G","The impact of cognitive and other factors on the perceived usefulness of olap",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"409","Hasbi M;Dubus A","Determinants of mobile broadband use in developing economies: evidence from sub-saharan africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"154","Birhanu Fz;Tsehay As;Bimrew D;Alemu A","Cereal production practices and technical efficiency among farm households in major ``<i>teff</i>'' growing mixed farming areas of ethiopia: a stochastic meta-frontier approach",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"155","Bishop Cp","Ex post evaluation of technology diffusion in the african palm oil sector: the caltech expeller in cameroon, benin, and liberia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"156","Blake R;Norouzi H;Bah A;Rivera J","Remote sensing: engagement and equity for underserved students",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"157","Blignaut P","A bilateral perspective on the digital divide in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"158","Boamah Ef;Murshid Ns;Mozumder;Mohammad G. N. Mgn","A network understanding of fintech (in)capabilities in the global south",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"159","Boateng Fg;Appau S;Baako Kt","The rise of <i>'</i>smart' solutions in africa: a review of the socio-environmental cost of the transportation and employment benefits of ride-hailing technology in ghana",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"160","Bocher T;Low Jw;Sindi K;Rajendran;Srinivasulu S","Gender-sensitive value chain intervention improved profit efficiency among orange-fleshed sweetpotato producers in rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"161","Boeswald Lf;Matzek D;Von La Roche D;Stahr;Bianca B;Bawidamann P;Popper B","Investigations on <i>xenopus laevis</i> body composition and feeding behavior in a laboratory setting",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"162","Bohonos J;Chuma P;Lutomia An;Henderson;Eboni W. Ew;Pittendrigh Br;Bello-Bravo J","Program planning and animated videos as learning tools in sub-saharan africa: a case study of an international educational collaboration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"163","Bohonos J;Chuma P;Lutomia An;Henderson;Eboni W. Ew;Pittendrigh Br;Bello-Bravo J","Program planning and animated videos as learning tools in sub-saharan africa: a case study of an international educational collaboration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"164","Bolu Ca;Mahmud Jo;Obiazi A;Moses Osekuyenim Mo;Falade F;Domfang C;Dada J;O. O;Musa Ta;Jadi A;Mkandawire T;Imasogie B;Awoyemi B;Nwobodo-Nzeribe N;Harmony H;Wara S;Kuriakose B;Alinaitwe H;Agholor D;Haruna Ms;Guidi Tc","Affordable and reliable power and communication device for continuous online learning for african students",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"165","Bongomin Goc;Malinga Ca;Amani;Alain Manzi Am;Balinda R","Recalibrating the scope of financial inclusion through financial technologies in the digital age: the role of digital literacy as a moderator in rural uganda",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"166","Bonokwane Lp;Ololade Oo","Socio-economic factors affecting smallholder farmers' willingness to adopt biodigester technology in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"167","Bormann Ne;London M;Fry Sj;Matsumoto;Andrew Douglas Ad;Walter Mr","Critical importance of social entrepreneurship exemplified in senior capstone projects",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"168","Bornman E","Information society and digital divide in south africa: results of longitudinal surveys",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"169","Bose Dl;Hundal A;Singh S;Singh S;Seth K;Ul Hadi S;Saran A;Joseph J;Goyal K;Salve S","Evidence and gap map report: social and behavior change communication (sbcc) interventions for strengthening hiv prevention and research among adolescent girls and young women (agyw) in low- and middle-income countries (lmics)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"170","Bouabbache S;Pouradier F;Panhard S;Chaffiotte C;Loussouarn G","Exploring some characteristics (density, anagen ratio, growth rate) of human body hairs. Variations with skin sites, gender and ethnics",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"171","Bovee C;Voogt J;Meelissen M","Computer attitudes of primary and secondary students in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
